,NOC,Year,Bronze,Gold,Silver,Total
1146,TUR,2012,0.0,2.0,2.0,4.0
1147,TUR,2016,3.0,1.0,3.0,7.0
1148,UAE,2004,0.0,1.0,0.0,1.0
1149,UAR,1960,1.0,0.0,1.0,2.0
1150,UGA,1968,0.0,0.0,1.0,1.0
1151,UGA,1972,0.0,1.0,1.0,2.0
1152,UGA,1980,0.0,0.0,1.0,1.0
1153,UGA,1996,1.0,0.0,0.0,1.0
1154,UGA,2012,0.0,1.0,0.0,1.0
1155,UKR,1996,12.0,9.0,2.0,23.0
1156,UKR,2000,9.0,3.0,10.0,22.0
1157,UKR,2004,9.0,8.0,5.0,22.0
1158,UKR,2008,13.0,7.0,5.0,25.0
1159,UKR,2012,8.0,6.0,5.0,19.0
1160,UKR,2016,4.0,2.0,5.0,11.0
1161,URS,1952,16.0,22.0,29.0,67.0
1162,URS,1956,29.0,35.0,26.0,90.0
1163,URS,1960,30.0,41.0,29.0,100.0
1164,URS,1964,31.0,30.0,29.0,90.0
1165,URS,1968,29.0,27.0,32.0,88.0
1166,URS,1972,20.0,49.0,27.0,96.0
1167,URS,1976,31.0,49.0,40.0,120.0
1168,URS,1980,43.0,79.0,68.0,190.0
1169,URS,1988,41.0,53.0,31.0,125.0
1170,URU,1924,0.0,1.0,0.0,1.0
1171,URU,1928,0.0,1.0,0.0,1.0
1172,URU,1932,1.0,0.0,0.0,1.0
1173,URU,1948,1.0,0.0,1.0,2.0
1174,URU,1952,2.0,0.0,0.0,2.0
1175,URU,1956,1.0,0.0,0.0,1.0
1176,URU,2000,0.0,0.0,1.0,1.0
1177,USA,1896,2.0,11.0,6.0,19.0
1178,USA,1900,14.0,19.0,15.0,48.0
1179,USA,1904,75.0,75.0,78.0,228.0
1180,USA,1906,5.0,12.0,4.0,21.0
1181,USA,1908,11.0,22.0,12.0,45.0
1182,USA,1912,18.0,25.0,18.0,61.0
1183,USA,1920,27.0,41.0,27.0,95.0
1184,USA,1924,27.0,45.0,27.0,99.0
1185,USA,1928,16.0,22.0,18.0,56.0
1186,USA,1932,30.0,44.0,36.0,110.0
1187,USA,1936,12.0,24.0,21.0,57.0
1188,USA,1948,18.0,37.0,27.0,82.0
1189,USA,1952,17.0,40.0,19.0,76.0
1190,USA,1956,17.0,32.0,25.0,74.0
1191,USA,1960,16.0,34.0,21.0,71.0
1192,USA,1964,28.0,36.0,26.0,90.0
1193,USA,1968,33.0,45.0,28.0,106.0
1194,USA,1972,28.0,33.0,31.0,92.0
1195,USA,1976,24.0,34.0,35.0,93.0
1196,USA,1984,28.0,80.0,61.0,169.0
1197,USA,1988,24.0,36.0,31.0,91.0
1198,USA,1992,36.0,37.0,33.0,106.0
1199,USA,1996,22.0,44.0,31.0,97.0
1200,USA,2000,30.0,36.0,24.0,90.0
1201,USA,2004,25.0,36.0,39.0,100.0
1202,USA,2008,31.0,36.0,39.0,106.0
1203,USA,2012,27.0,46.0,28.0,101.0
1204,USA,2016,37.0,46.0,36.0,119.0
1205,UZB,1996,0.0,0.0,1.0,1.0
1206,UZB,2000,1.0,1.0,1.0,3.0
1207,UZB,2004,0.0,2.0,1.0,3.0
1208,UZB,2008,2.0,1.0,2.0,5.0
1209,UZB,2012,1.0,1.0,0.0,2.0
1210,UZB,2016,2.0,4.0,2.0,8.0
1211,VEN,1952,1.0,0.0,0.0,1.0
1212,VEN,1960,1.0,0.0,0.0,1.0
1213,VEN,1968,0.0,1.0,0.0,1.0
1214,VEN,1976,0.0,0.0,1.0,1.0
1215,VEN,1980,0.0,0.0,1.0,1.0
1216,VEN,1984,2.0,0.0,0.0,2.0
1217,VEN,2004,2.0,0.0,0.0,2.0
1218,VEN,2008,1.0,0.0,0.0,1.0
1219,VEN,2012,0.0,1.0,0.0,1.0
1220,VEN,2016,2.0,0.0,1.0,3.0
1221,VIE,2000,0.0,0.0,1.0,1.0
1222,VIE,2008,0.0,0.0,1.0,1.0
1223,VIE,2016,0.0,1.0,1.0,2.0
1224,WIF,1960,2.0,0.0,0.0,2.0
1225,YUG,1924,0.0,2.0,0.0,2.0
1226,YUG,1928,3.0,1.0,1.0,5.0
1227,YUG,1936,0.0,0.0,1.0,1.0
1228,YUG,1948,0.0,0.0,2.0,2.0
1229,YUG,1952,0.0,1.0,2.0,3.0
1230,YUG,1956,0.0,0.0,3.0,3.0
1231,YUG,1960,0.0,1.0,1.0,2.0
1232,YUG,1964,2.0,2.0,1.0,5.0
1233,YUG,1968,1.0,3.0,3.0,7.0
1234,YUG,1972,1.0,2.0,1.0,4.0
1235,YUG,1976,3.0,2.0,3.0,8.0
1236,YUG,1980,3.0,2.0,3.0,8.0
1237,YUG,1984,6.0,7.0,4.0,17.0
1238,YUG,1988,4.0,3.0,4.0,11.0
1239,ZAM,1996,0.0,0.0,1.0,1.0
1240,ZIM,1980,0.0,1.0,0.0,1.0
1241,ZIM,2004,1.0,1.0,1.0,3.0
1242,ZIM,2008,0.0,1.0,3.0,4.0
